game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,spread_percentage_sportsplays,spread_percentage_vegas,,,,,,
,,,20150223,8:00p,Tennessee State,Morehead State,TNST,MORE,70,86,-16,8.5,0,45%,340,-380,125.5,125.5,39%,32%,,,,,,
,,,20150223,7:00p,Delaware State,Norfolk State,DSU,NORF,71,81,-10,6.5,0,58%,270,-300,146.5,146.5,NaN,80%,,,,,,
,,,20150223,7:00p,Norfolk State,Delaware State,NORF,DSU,81,71,10,-6.5,1,42%,-300,270,146.5,146.5,NaN,20%,,,,,,
,,,20150223,9:00p,Alabama State,Southern University,ALST,SOU,56,54,2,3.5,1,51%,155,-165,132,132,NaN,32%,,,,,,
,,,20150223,9:00p,Southern University,Alabama State,SOU,ALST,54,56,-2,-3.5,0,49%,-165,155,132,132,NaN,NaN,,,,,,
,,,20150224,7:00p,Texas,West Virginia,TEX,WVU,64,71,-7,3.5,0,43%,145,-155,137.5,137.5,NaN,36%,,,,,,
,,,20150224,7:00p,West Virginia,Texas,WVU,TEX,71,64,7,-3.5,1,58%,-155,145,137.5,137.5,NaN,64%,,,,,,
,,,20150224,7:00p,Providence,Villanova,PROV,VILL,61,89,-28,10.5,0,59%,510,-615,136.5,136.5,46%,54%,,,,,,
,,,20150224,7:00p,Villanova,Providence,VILL,PROV,89,61,28,-10.5,1,41%,-615,510,136.5,136.5,54%,46%,,,,,,
,,,20150224,7:00p,Wisconsin,Maryland,WIS,MD,53,59,-6,-5.5,0,47%,-240,220,127,127,47%,49%,,,,,,
,,,20150224,7:00p,Maryland,Wisconsin,MD,WIS,59,53,6,5.5,1,53%,220,-240,127,127,53%,51%,,,,,,
,,,20150224,7:00p,Bowling Green,Ohio,BGSU,OHIO,76,65,11,-4,1,58%,-165,155,129.5,129.5,72%,NaN,,,,,,
,,,20150224,7:00p,Ohio,Bowling Green,OHIO,BGSU,65,76,-11,4,0,42%,155,-165,129.5,129.5,28%,19%,,,,,,
,,,20150224,7:00p,Central Michigan,Eastern Michigan,CMU,EMU,72,56,16,1,1,57%,103,-113,135,135,57%,78%,,,,,,
,,,20150224,7:00p,Eastern Michigan,Central Michigan,EMU,CMU,56,72,-16,-1,0,43%,-113,103,135,135,43%,22%,,,,,,
,,,20150224,7:00p,Western Michigan,Ball State,WMU,BALL,53,48,5,-2,1,60%,-125,115,136,136,76%,71%,,,,,,
,,,20150224,7:00p,Ball State,Western Michigan,BALL,WMU,48,53,-5,2,0,40%,115,-125,136,136,24%,29%,,,,,,
,,,20150224,7:00p,Kent State,Miami (OH),KENT,M-OH,81,86,-5,-3,0,52%,-155,145,125,125,65%,64%,,,,,,
,,,20150224,7:00p,Miami (OH),Kent State,M-OH,KENT,86,81,5,3,1,48%,145,-155,125,125,35%,36%,,,,,,
,,,20150224,7:00p,Akron,Buffalo,AKR,BUFF,62,67,-5,6.5,0,53%,248,-270,144,144,49%,62%,,,,,,
,,,20150224,7:00p,Buffalo,Akron,BUFF,AKR,67,62,5,-6.5,1,47%,-270,248,144,144,51%,38%,,,,,,
,,,20150224,7:00p,South Carolina,Alabama,SCAR,ALA,51,59,-8,4,0,42%,160,-170,121,121,29%,33%,,,,,,
,,,20150224,7:00p,Alabama,South Carolina,ALA,SCAR,59,51,8,-4,1,58%,-170,160,121,121,71%,67%,,,,,,
,,,20150224,7:00p,LSU,Auburn,LSU,AUB,84,61,23,-5.5,1,55%,-225,205,153,153,66%,54%,,,,,,
,,,20150224,7:00p,Auburn,LSU,AUB,LSU,61,84,-23,5.5,0,45%,205,-225,153,153,34%,46%,,,,,,
,,,20150224,8:00p,Syracuse,Notre Dame,SYR,ND,65,60,5,8.5,1,47%,328,-365,144.5,144.5,45%,41%,,,,,,
,,,20150224,8:00p,Notre Dame,Syracuse,ND,SYR,60,65,-5,-8.5,0,53%,-365,328,144.5,144.5,55%,59%,,,,,,
,,,20150224,8:00p,North Carolina State,North Carolina,NCST,UNC,58,46,12,9,1,59%,420,-475,152.5,152.5,63%,73%,,,,,,
,,,20150224,8:00p,North Carolina,North Carolina State,UNC,NCST,46,58,-12,-9,0,41%,-475,420,152.5,152.5,37%,27%,,,,,,
,,,20150224,9:00p,Texas A&M,Arkansas,TXAM,ARK,75,81,-6,7.5,0,55%,295,-325,140,140,53%,53%,,,,,,
,,,20150224,9:00p,Arkansas,Texas A&M,ARK,TXAM,81,75,6,-7.5,1,45%,-325,295,140,140,47%,47%,,,,,,
,,,20150224,9:00p,Boston College,Pittsburgh,BC,PITT,65,71,-6,8.5,0,43%,355,-400,131.5,131.5,29%,34%,,,,,,
,,,20150224,9:00p,Pittsburgh,Boston College,PITT,BC,71,65,6,-8.5,1,57%,-400,355,131.5,131.5,71%,66%,,,,,,
,,,20150224,9:00p,Florida,Missouri,FLA,MIZZ,52,64,-12,-6.5,0,52%,-280,255,122,122,61%,67%,,,,,,
,,,20150224,9:00p,Missouri,Florida,MIZZ,FLA,64,52,12,6.5,1,48%,255,-280,122,122,39%,33%,,,,,,
,,,20150224,9:00p,Creighton,DePaul,CREI,DEP,75,62,13,-1,1,54%,-113,103,138,138,41%,56%,,,,,,
,,,20150224,9:00p,DePaul,Creighton,DEP,CREI,62,75,-13,1,0,46%,103,-113,138,138,59%,44%,,,,,,
,,,20150224,9:30p,UNLV,Utah State,UNLV,USU,65,83,-18,4.5,0,35%,175,-190,132.5,132.5,30%,39%,,,,,,
,,,20150224,9:30p,Utah State,UNLV,USU,UNLV,83,65,18,-4.5,1,65%,-190,175,132.5,132.5,70%,61%,,,,,,
,,,20150224,11:00p,New Mexico,Boise State,UNM,BSU,65,76,-11,8,0,41%,330,-370,125.5,125.5,32%,29%,,,,,,
,,,20150224,11:00p,Boise State,New Mexico,BSU,UNM,76,65,11,-8,1,59%,-370,330,125.5,125.5,68%,71%,,,,,,
,,,20150224,8:00p,Niagara,Canisius,NIAG,CAN,82,71,11,10.5,1,55%,,,127.5,127.5,47%,67%,,,,,,
,,,20150224,8:00p,Canisius,Niagara,CAN,NIAG,71,82,-11,-10.5,0,45%,,,127.5,127.5,53%,33%,,,,,,
,,,20150224,7:00p,Northern Illinois,Toledo,NIU,TOL,0,0,0,11,0,50%,540,-660,137.5,137.5,NaN,76%,,,,,,
,,,20150224,7:00p,Toledo,Northern Illinois,TOL,NIU,0,0,0,-11,0,50%,-660,540,137.5,137.5,NaN,24%,,,,,,
,,,20150225,7:00p,La Salle,Fordham,LAS,FOR,48,63,-15,-5.5,0,64%,-220,200,131,131,66%,72%,,,,,,
,,,20150225,7:00p,Fordham,La Salle,FOR,LAS,63,48,15,5.5,1,36%,200,-220,131,131,34%,28%,,,,,,
,,,20150225,7:00p,Virginia,Wake Forest,UVA,WAKE,70,34,36,-7,1,41%,-320,290,120,120,51%,53%,,,,,,
,,,20150225,7:00p,Wake Forest,Virginia,WAKE,UVA,34,70,-36,7,0,59%,290,-320,120,120,49%,47%,,,,,,
,,,20150225,7:00p,Connecticut,East Carolina,CONN,ECU,60,49,11,-5.5,1,44%,-230,210,124,124,53%,42%,,,,,,
,,,20150225,7:00p,East Carolina,Connecticut,ECU,CONN,49,60,-11,5.5,0,56%,210,-230,124,124,47%,58%,,,,,,
,,,20150225,7:00p,Indiana,Northwestern,IND,NW,65,72,-7,-3,0,58%,-155,145,133.5,133.5,73%,64%,,,,,,
,,,20150225,7:00p,Northwestern,Indiana,NW,IND,72,65,7,3,1,42%,145,-155,133.5,133.5,27%,36%,,,,,,
,,,20150225,7:00p,St. Bonaventure,George Washington,SBON,GW,46,69,-23,5.5,0,60%,205,-245,126,126,59%,61%,,,,,,
,,,20150225,7:00p,George Washington,St. Bonaventure,GW,SBON,69,46,23,-5.5,1,40%,-245,205,126,126,41%,39%,,,,,,
,,,20150225,7:00p,Valparaiso,Detroit,VALP,DET,60,63,-3,-4.5,0,59%,-200,170,139,139,74%,74%,,,,,,
,,,20150225,7:00p,Detroit,Valparaiso,DET,VALP,63,60,3,4.5,1,41%,170,-200,139,139,26%,NaN,,,,,,
,,,20150225,7:05p,Wichita State,Indiana State,WICH,INST,63,53,10,-9.5,1,47%,-485,425,130,130,62%,53%,,,,,,
,,,20150225,7:05p,Indiana State,Wichita State,INST,WICH,53,63,-10,9.5,0,53%,425,-485,130,130,38%,47%,,,,,,
,,,20150225,7:00p,Saint Louis,Duquesne,SLU,DUQ,66,79,-13,4.5,0,42%,175,-190,137,137,33%,51%,,,,,,
,,,20150225,7:00p,Duquesne,Saint Louis,DUQ,SLU,79,66,13,-4.5,1,58%,-190,175,137,137,67%,49%,,,,,,
,,,20150225,7:00p,Youngstown State,Oakland,YSU,OAK,71,82,-11,10.5,0,36%,500,-600,159,159,29%,41%,,,,,,
,,,20150225,7:00p,Oakland,Youngstown State,OAK,YSU,82,71,11,-10.5,1,64%,-600,500,159,159,71%,59%,,,,,,
,,,20150225,7:00p,Towson,William & Mary,TOWS,WM,50,65,-15,9.5,0,41%,435,-500,133,133,40%,54%,,,,,,
,,,20150225,7:00p,William & Mary,Towson,WM,TOWS,65,50,15,-9.5,1,59%,-500,435,133,133,60%,46%,,,,,,
,,,20150225,7:00p,Virginia Commonwealth,Richmond,VCU,RICH,63,67,-4,-1.5,0,61%,-120,110,128.5,128.5,69%,72%,,,,,,
,,,20150225,7:00p,Richmond,Virginia Commonwealth,RICH,VCU,67,63,4,1.5,1,39%,110,-120,128.5,128.5,31%,28%,,,,,,
,,,20150225,7:00p,James Madison,North Carolina-Wilmington,JMU,UNCW,54,74,-20,3,0,58%,150,-160,133,133,52%,53%,,,,,,
,,,20150225,7:00p,North Carolina-Wilmington,James Madison,UNCW,JMU,74,54,20,-3,1,42%,-160,150,133,133,48%,47%,,,,,,
,,,20150225,7:00p,George Mason,Dayton,GMU,DAY,63,76,-13,12.5,0,43%,,,128,128,40%,46%,,,,,,
,,,20150225,7:00p,Dayton,George Mason,DAY,GMU,76,63,13,-12.5,1,57%,,,128,128,60%,54%,,,,,,
,,,20150225,7:00p,Kentucky,Mississippi State,UK,MSST,74,56,18,-18,1,52%,-3750,1875,125.5,125.5,52%,51%,,,,,,
,,,20150225,7:00p,Mississippi State,Kentucky,MSST,UK,56,74,-18,18,0,48%,1875,-3750,125.5,125.5,48%,49%,,,,,,
,,,20150225,7:00p,Charleston,Hofstra,COFC,HOF,40,73,-33,10.5,0,45%,468,-550,135,135,38%,NaN,,,,,,
,,,20150225,7:00p,Hofstra,Charleston,HOF,COFC,73,40,33,-10.5,1,55%,-550,468,135,135,62%,46%,,,,,,
,,,20150225,7:00p,Davidson,Rhode Island,DAV,URI,60,59,1,3,1,50%,140,-150,141,141,48%,41%,,,,,,
,,,20150225,7:00p,Rhode Island,Davidson,URI,DAV,59,60,-1,-3,0,50%,-150,140,141,141,52%,59%,,,,,,
,,,20150225,7:30p,UCF,Cincinnati,UCF,CIN,60,83,-23,15.5,0,60%,1150,-1800,119.5,119.5,63%,67%,,,,,,
,,,20150225,7:30p,Cincinnati,UCF,CIN,UCF,83,60,23,-15.5,1,40%,-1800,1150,119.5,119.5,37%,33%,,,,,,
,,,20150225,8:00p,Texas Tech,TCU,TTU,TCU,54,71,-17,9,0,48%,420,-475,119.5,119.5,41%,62%,,,,,,
,,,20150225,8:00p,TCU,Texas Tech,TCU,TTU,71,54,17,-9,1,52%,-475,420,119.5,119.5,59%,38%,,,,,,
,,,20150225,8:00p,Tulane,Tulsa,TULN,TLSA,55,76,-21,11,0,48%,580,-720,119.5,119.5,39%,41%,,,,,,
,,,20150225,8:00p,Tulsa,Tulane,TLSA,TULN,76,55,21,-11,1,52%,-720,580,119.5,119.5,61%,59%,,,,,,
,,,20150225,8:05p,Loyola (IL),Drake,L-IL,DRKE,80,75,5,1,1,55%,108,-118,117.5,117.5,NaN,62%,,,,,,
,,,20150225,8:05p,Drake,Loyola (IL),DRKE,L-IL,75,80,-5,-1,0,45%,-118,108,117.5,117.5,NaN,38%,,,,,,
,,,20150225,8:00p,Marquette,Butler,MARQ,BUT,52,73,-21,8.5,0,52%,365,-410,128,128,49%,55%,,,,,,
,,,20150225,8:00p,Butler,Marquette,BUT,MARQ,73,52,21,-8.5,1,48%,-410,365,128,128,51%,45%,,,,,,
,,,20150225,8:05p,Bradley,Missouri State,BRAD,MOSU,77,80,-3,3,0,37%,140,-150,117,117,30%,7%,,,,,,
,,,20150225,8:05p,Missouri State,Bradley,MOSU,BRAD,80,77,3,-3,1,63%,-150,140,117,117,70%,93%,,,,,,
,,,20150225,8:00p,Southern Illinois,Illinois State,SIU,ILST,56,73,-17,9.5,0,50%,420,-475,124.5,124.5,46%,43%,,,,,,
,,,20150225,8:00p,Illinois State,Southern Illinois,ILST,SIU,73,56,17,-9.5,1,50%,-475,420,124.5,124.5,54%,57%,,,,,,
,,,20150225,9:00p,Evansville,Northern Iowa,EVAN,UNI,57,68,-11,12.5,0,39%,635,-800,121.5,121.5,30%,27%,,,,,,
,,,20150225,9:00p,Northern Iowa,Evansville,UNI,EVAN,68,57,11,-12.5,1,61%,-800,635,121.5,121.5,70%,73%,,,,,,
,,,20150225,9:00p,San Jose State,Colorado State,SJSU,CSU,56,72,-16,26.5,0,41%,10000,-30000,134,134,47%,26%,,,,,,
,,,20150225,9:00p,Colorado State,San Jose State,CSU,SJSU,72,56,16,-26.5,1,59%,-30000,10000,134,134,53%,74%,,,,,,
,,,20150225,9:00p,Nevada,Air Force,NEV,AFA,70,75,-5,6.5,0,52%,260,-290,127,127,NaN,73%,,,,,,
,,,20150225,9:00p,Air Force,Nevada,AFA,NEV,75,70,5,-6.5,1,48%,-290,260,127,127,NaN,27%,,,,,,
,,,20150225,9:00p,Georgia,Ole Miss,UGA,MISS,76,72,4,5.5,1,55%,210,-230,134.5,134.5,57%,49%,,,,,,
,,,20150225,9:00p,Ole Miss,Georgia,MISS,UGA,72,76,-4,-5.5,0,45%,-230,210,134.5,134.5,43%,51%,,,,,,
,,,20150225,9:00p,Baylor,Iowa State,BAY,ISU,79,70,9,7,1,41%,265,-295,144.5,144.5,40%,31%,,,,,,
,,,20150225,9:00p,Iowa State,Baylor,ISU,BAY,70,79,-9,-7,0,59%,-295,265,144.5,144.5,60%,69%,,,,,,
,,,20150225,9:00p,Florida State,Miami (FL),FSU,MIA,77,81,-4,8.5,0,48%,360,-405,129.5,129.5,68%,65%,,,,,,
,,,20150225,9:00p,Miami (FL),Florida State,MIA,FSU,81,77,4,-8.5,1,52%,-405,360,129.5,129.5,32%,35%,,,,,,
,,,20150225,9:00p,Duke,Virginia Tech,DUKE,VT,91,86,5,-15.5,1,51%,-1900,1200,145,145,51%,55%,,,,,,
,,,20150225,9:00p,Virginia Tech,Duke,VT,DUKE,86,91,-5,15.5,0,49%,1200,-1900,145,145,49%,45%,,,,,,
,,,20150225,9:00p,Illinois,Iowa,ILL,IOWA,60,68,-8,8,0,59%,328,-365,126,126,57%,72%,,,,,,
,,,20150225,9:00p,Iowa,Illinois,IOWA,ILL,68,60,8,-8,1,41%,-365,328,126,126,43%,28%,,,,,,
,,,20150225,9:35p,Fresno State,Wyoming,FRES,WYO,64,59,5,6.5,1,33%,235,-255,121.5,121.5,29%,6%,,,,,,
,,,20150225,9:35p,Wyoming,Fresno State,WYO,FRES,59,64,-5,-6.5,0,67%,-255,235,121.5,121.5,71%,94%,,,,,,
,,,20150225,10:00p,Washington State,USC,WSU,USC,70,66,4,3.5,1,55%,150,-160,150.5,150.5,54%,44%,,,,,,
,,,20150225,10:00p,USC,Washington State,USC,WSU,66,70,-4,-3.5,0,45%,-160,150,150.5,150.5,46%,56%,,,,,,
,,,20150225,11:00p,Washington,UCLA,WASH,UCLA,66,88,-22,10.5,0,44%,500,-600,141,141,41%,47%,,,,,,
,,,20150225,11:00p,UCLA,Washington,UCLA,WASH,88,66,22,-10.5,1,56%,-600,500,141,141,59%,53%,,,,,,
,,,20150225,11:00p,Oregon,California,ORE,CAL,80,69,11,2,1,49%,113,-133,143.5,143.5,65%,63%,,,,,,
,,,20150225,11:00p,California,Oregon,CAL,ORE,69,80,-11,-2,0,51%,-133,113,143.5,143.5,35%,37%,,,,,,
,,,20150225,8:00p,Denver,South Dakota,DEN,SDAK,66,48,18,4,1,35%,165,-175,130,130,23%,15%,,,,,,
,,,20150225,8:00p,South Dakota,Denver,SDAK,DEN,48,66,-18,-4,0,65%,-175,165,130,130,77%,85%,,,,,,
,,,20150225,8:00p,Northern Illinois,Toledo,NIU,TOL,84,82,2,11,1,43%,568,-700,137.5,137.5,35%,41%,,,,,,
,,,20150225,8:00p,Toledo,Northern Illinois,TOL,NIU,82,84,-2,-11,0,57%,-700,568,137.5,137.5,65%,59%,,,,,,
,,,20150226,7:00p,Northeastern,Elon,NE,ELON,65,72,-7,-5,0,62%,-210,190,136.5,136.5,67%,78%,,,,,,
,,,20150226,7:00p,Elon,Northeastern,ELON,NE,72,65,7,5,1,38%,190,-210,136.5,136.5,33%,22%,,,,,,
,,,20150226,7:00p,Minnesota,Michigan State,MINN,MSU,96,90,6,8,1,48%,328,-365,133,133,37%,63%,,,,,,
,,,20150226,7:00p,Michigan State,Minnesota,MSU,MINN,90,96,-6,-8,0,52%,-365,328,133,133,63%,37%,,,,,,
,,,20150226,7:00p,Nebraska,Ohio State,NEB,OSU,57,81,-24,13.5,0,40%,850,-1050,125,125,38%,38%,,,,,,
,,,20150226,7:00p,Ohio State,Nebraska,OSU,NEB,81,57,24,-13.5,1,60%,-1050,850,125,125,62%,62%,,,,,,
,,,20150226,7:00p,Milwaukee,Wright State,MILW,WRST,61,58,3,3.5,1,50%,155,-165,127.5,127.5,44%,NaN,,,,,,
,,,20150226,7:00p,Wright State,Milwaukee,WRST,MILW,58,61,-3,-3.5,0,50%,-165,155,127.5,127.5,56%,47%,,,,,,
,,,20150226,7:00p,Delaware,Drexel,DEL,DREX,58,44,14,-2.5,1,54%,-135,125,127.5,127.5,47%,73%,,,,,,
,,,20150226,7:00p,Drexel,Delaware,DREX,DEL,44,58,-14,2.5,0,46%,125,-135,127.5,127.5,53%,27%,,,,,,
,,,20150226,7:00p,Houston,Temple,HOU,TEM,54,66,-12,14,0,43%,1025,-1250,121.5,121.5,41%,53%,,,,,,
,,,20150226,7:00p,Temple,Houston,TEM,HOU,66,54,12,-14,1,57%,-1250,1025,121.5,121.5,59%,47%,,,,,,
,,,20150226,7:30p,Georgia Southern,Appalachian State,GASO,APP,77,58,19,-5.5,1,63%,-230,210,134.5,134.5,71%,82%,,,,,,
,,,20150226,7:30p,Appalachian State,Georgia Southern,APP,GASO,58,77,-19,5.5,0,37%,210,-230,134.5,134.5,29%,18%,,,,,,
,,,20150226,8:00p,UTSA,Southern Miss,UTSA,USM,66,70,-4,-4.5,0,63%,-190,175,134,134,69%,64%,,,,,,
,,,20150226,8:00p,Southern Miss,UTSA,USM,UTSA,70,66,4,4.5,1,37%,175,-190,134,134,31%,36%,,,,,,
,,,20150226,8:00p,Old Dominion,Rice,ODU,RICE,63,54,9,-6.5,1,50%,-280,255,118,118,60%,68%,,,,,,
,,,20150226,8:00p,Rice,Old Dominion,RICE,ODU,54,63,-9,6.5,0,50%,255,-280,118,118,40%,32%,,,,,,
,,,20150226,8:00p,Florida Atlantic,Western Kentucky,FAU,WKU,68,71,-3,11.5,0,55%,570,-705,139,139,45%,69%,,,,,,
,,,20150226,8:00p,Western Kentucky,Florida Atlantic,WKU,FAU,71,68,3,-11.5,1,45%,-705,570,139,139,55%,31%,,,,,,
,,,20150226,8:00p,Florida International,Marshall,FIU,MRSH,69,87,-18,5,0,57%,190,-210,134,134,42%,84%,,,,,,
,,,20150226,8:00p,Marshall,Florida International,MRSH,FIU,87,69,18,-5,1,43%,-210,190,134,134,58%,16%,,,,,,
,,,20150226,8:40p,Louisiana-Monroe,South Alabama,ULM,USA,75,57,18,-2.5,1,70%,-145,125,131.5,131.5,73%,88%,,,,,,
,,,20150226,8:40p,South Alabama,Louisiana-Monroe,USA,ULM,57,75,-18,2.5,0,30%,125,-145,131.5,131.5,27%,12%,,,,,,
,,,20150226,8:00p,UTEP,Louisiana Tech,UTEP,LT,60,77,-17,5.5,0,53%,205,-225,132,132,44%,40%,,,,,,
,,,20150226,8:00p,Louisiana Tech,UTEP,LT,UTEP,77,60,17,-5.5,1,47%,-225,205,132,132,56%,60%,,,,,,
,,,20150226,8:00p,Green Bay,Illinois-Chicago,GB,UIC,72,67,5,-9,1,60%,-450,400,133.5,133.5,65%,NaN,,,,,,
,,,20150226,8:00p,Illinois-Chicago,Green Bay,UIC,GB,67,72,-5,9,0,40%,400,-450,133.5,133.5,35%,45%,,,,,,
,,,20150226,8:00p,Charlotte,North Texas,CHAR,UNT,65,81,-16,-3.5,0,56%,-165,155,140.5,140.5,52%,NaN,,,,,,
,,,20150226,8:00p,North Texas,Charlotte,UNT,CHAR,81,65,16,3.5,1,44%,155,-165,140.5,140.5,48%,36%,,,,,,
,,,20150226,8:30p,Texas-Arlington,Arkansas State,UTA,ARST,80,81,-1,2,0,60%,120,-130,138.5,138.5,56%,58%,,,,,,
,,,20150226,8:30p,Arkansas State,Texas-Arlington,ARST,UTA,81,80,1,-2,1,40%,-130,120,138.5,138.5,44%,42%,,,,,,
,,,20150226,8:45p,Georgia State,Arkansas-Little Rock,GAST,UALR,83,92,-9,-7.5,0,64%,-350,290,134,134,67%,88%,,,,,,
,,,20150226,8:45p,Arkansas-Little Rock,Georgia State,UALR,GAST,92,83,9,7.5,1,36%,290,-350,134,134,33%,12%,,,,,,
,,,20150226,8:45p,Troy,Texas State,TROY,TXST,61,67,-6,6,0,62%,215,-255,119.5,119.5,48%,41%,,,,,,
,,,20150226,8:45p,Texas State,Troy,TXST,TROY,67,61,6,-6,1,38%,-255,215,119.5,119.5,52%,59%,,,,,,
,,,20150226,9:00p,Rutgers,Purdue,RUTG,PUR,85,92,-7,14,0,41%,900,-1100,124.5,124.5,37%,20%,,,,,,
,,,20150226,9:00p,Purdue,Rutgers,PUR,RUTG,92,85,7,-14,1,59%,-1100,900,124.5,124.5,63%,80%,,,,,,
,,,20150226,9:00p,SMU,Memphis,SMU,MEM,66,57,9,-2.5,1,57%,-135,125,128.5,128.5,71%,76%,,,,,,
,,,20150226,9:00p,Memphis,SMU,MEM,SMU,57,66,-9,2.5,0,43%,125,-135,128.5,128.5,29%,24%,,,,,,
,,,20150226,9:00p,Arizona,Colorado,ARIZ,COLO,82,54,28,-9,1,52%,-430,380,131.5,131.5,68%,73%,,,,,,
,,,20150226,9:00p,Colorado,Arizona,COLO,ARIZ,54,82,-28,9,0,48%,380,-430,131.5,131.5,32%,27%,,,,,,
,,,20150226,10:00p,BYU,Portland,BYU,PORT,82,69,13,-2.5,1,59%,-140,130,155.5,155.5,72%,60%,,,,,,
,,,20150226,10:00p,Portland,BYU,PORT,BYU,69,82,-13,2.5,0,41%,130,-140,155.5,155.5,28%,40%,,,,,,
,,,20150226,10:00p,Cal State Fullerton,Cal State Northridge,CSF,CSN,72,82,-10,4,0,52%,165,-175,135.5,135.5,51%,22%,,,,,,
,,,20150226,10:00p,Cal State Northridge,Cal State Fullerton,CSN,CSF,82,72,10,-4,1,48%,-175,165,135.5,135.5,49%,78%,,,,,,
,,,20150226,10:00p,UC Irvine,Cal Poly,UCI,CP,63,56,7,-2.5,1,53%,-140,130,120.5,120.5,64%,80%,,,,,,
,,,20150226,10:00p,Cal Poly,UC Irvine,CP,UCI,56,63,-7,2.5,0,47%,130,-140,120.5,120.5,36%,NaN,,,,,,
,,,20150226,7:00p,Tennessee,Vanderbilt,TENN,VAN,65,73,-8,4.5,0,39%,170,-200,124.5,124.5,71%,16%,,,,,,
,,,20150226,7:00p,Vanderbilt,Tennessee,VAN,TENN,73,65,8,-4.5,1,61%,-200,170,124.5,124.5,29%,84%,,,,,,
,,,20150226,10:00p,Pacific,Santa Clara,PAC,SCU,64,57,7,4.5,1,40%,175,-190,126,126,44%,29%,,,,,,
,,,20150226,10:00p,Santa Clara,Pacific,SCU,PAC,57,64,-7,-4.5,0,60%,-190,175,126,126,56%,71%,,,,,,
,,,20150226,10:00p,UC Davis,UC Santa Barbara,UCD,UCSB,60,74,-14,6,0,65%,220,-240,132.5,132.5,73%,88%,,,,,,
,,,20150226,10:00p,UC Santa Barbara,UC Davis,UCSB,UCD,74,60,14,-6,1,35%,-240,220,132.5,132.5,27%,12%,,,,,,
,,,20150226,10:30p,Arizona State,Utah,ASU,UTAH,41,83,-42,12,0,43%,600,-750,129.5,129.5,31%,37%,,,,,,
,,,20150226,10:30p,Utah,Arizona State,UTAH,ASU,83,41,42,-12,1,57%,-750,600,129.5,129.5,69%,63%,,,,,,
,,,20150226,11:00p,Oregon State,Stanford,ORST,STAN,48,75,-27,9,0,47%,380,-430,120,120,42%,45%,,,,,,
,,,20150226,11:00p,Stanford,Oregon State,STAN,ORST,75,48,27,-9,1,53%,-430,380,120,120,58%,55%,,,,,,
,,,20150226,11:00p,San Diego,Gonzaga,USD,GONZ,39,59,-20,17,0,48%,1500,-3000,131,131,40%,19%,,,,,,
,,,20150226,11:00p,Gonzaga,San Diego,GONZ,USD,59,39,20,-17,1,52%,-3000,1500,131,131,60%,81%,,,,,,
,,,20150226,6:00p,East Tennessee State,Citadel,ETSU,CIT,73,74,-1,-7,0,43%,-305,275,136,136,49%,56%,,,,,,
,,,20150226,6:00p,Citadel,East Tennessee State,CIT,ETSU,74,73,1,7,1,57%,275,-305,136,136,51%,NaN,,,,,,
,,,20150226,7:00p,Chattanooga,Virginia Military,CHAT,VMI,86,82,4,-4.5,1,57%,-215,195,161.5,161.5,72%,NaN,,,,,,
,,,20150226,7:00p,Virginia Military,Chattanooga,VMI,CHAT,82,86,-4,4.5,0,43%,195,-215,161.5,161.5,28%,7%,,,,,,
,,,20150226,7:00p,Wofford,Mercer,WOF,MER,76,72,4,-1.5,1,59%,-120,110,117.5,117.5,73%,82%,,,,,,
,,,20150226,7:00p,Mercer,Wofford,MER,WOF,72,76,-4,1.5,0,41%,110,-120,117.5,117.5,27%,18%,,,,,,
,,,20150226,7:00p,Western Carolina,Furman,WCU,FUR,49,53,-4,-4,0,48%,-177,166,135.5,135.5,66%,65%,,,,,,
,,,20150226,7:00p,Furman,Western Carolina,FUR,WCU,53,49,4,4,1,52%,166,-177,135.5,135.5,34%,35%,,,,,,
,,,20150226,7:00p,Western Illinois,IUPUI,WIU,IUPU,66,71,-5,7.5,0,61%,285,-315,127,127,55%,84%,,,,,,
,,,20150226,7:00p,IUPUI,Western Illinois,IUPU,WIU,71,66,5,-7.5,1,39%,-315,285,127,127,45%,16%,,,,,,
,,,20150226,7:00p,Samford,UNC Greensboro,SAM,UNCG,67,81,-14,3,0,50%,140,-150,139.5,139.5,36%,32%,,,,,,
,,,20150226,7:00p,UNC Greensboro,Samford,UNCG,SAM,81,67,14,-3,1,50%,-150,140,139.5,139.5,64%,68%,,,,,,
,,,20150226,7:00p,Jacksonville State,Eastern Kentucky,JVST,EKY,57,63,-6,14.5,0,50%,1050,-1300,130.5,130.5,48%,36%,,,,,,
,,,20150226,7:00p,Eastern Kentucky,Jacksonville State,EKY,JVST,63,57,6,-14.5,1,50%,-1300,1050,130.5,130.5,52%,64%,,,,,,
,,,20150226,7:00p,Nebraska-Omaha,IPFW,NEOM,IPFW,73,67,6,9.5,1,44%,,,157,157,46%,55%,,,,,,
,,,20150226,7:00p,IPFW,Nebraska-Omaha,IPFW,NEOM,67,73,-6,-9.5,0,56%,,,157,157,54%,45%,,,,,,
,,,20150226,8:00p,SIU-Edwardsville,Austin Peay,SIUE,PEAY,61,64,-3,-1,0,44%,-112,102,137.5,137.5,55%,40%,,,,,,
