game_id,season,week,date,time,team_org,opponent_team_org,team,opponent_team,points,opponent_points,points_difference,spread,win_against_spread,spread_percentage_sbr,moneyline_team,moneyline_opponent,total_team,total_opponent,pick_sportsplays,spread_percentage_sportsplays,spread_percentage_vegas
,2014,5,20141005,12:00p,Carolina,Chicago,CAR,CHI,31,24,7,-1.5,1,37,-135,115,46,46,16470,34,29
,2014,5,20141005,12:00p,Cleveland,Tennessee,CLE,TEN,29,28,1,0,1,59,108,-128,44,44,25381,64,67
,2014,5,20141005,12:00p,Tennessee,Cleveland,TEN,CLE,28,29,-1,0,0,41,-128,108,44,44,14321,36,33
,2014,5,20141005,12:00p,Los Angeles,Philadelphia,LA,PHI,28,34,-6,7,0,43,235,-275,47.5,47.5,10444,27,27
,2014,5,20141005,12:00p,Philadelphia,Los Angeles,PHI,LA,34,28,6,-7,1,57,-275,235,47.5,47.5,27660,73,73
,2014,5,20141005,12:00p,Atlanta,N.Y. Giants,ATL,NYG,20,30,-10,4,0,52,175,-210,50,50,14329,48,41
,2014,5,20141005,12:00p,N.Y. Giants,Atlanta,NYG,ATL,30,20,10,-4,1,48,-210,175,50,50,15465,52,59
,2014,5,20141005,12:00p,Tampa Bay,New Orleans,TB,NO,31,37,-6,11.5,0,43,425,-550,48,48,9069,32,30
,2014,5,20141005,12:00p,New Orleans,Tampa Bay,NO,TB,37,31,6,-11.5,1,57,-550,425,48,48,19605,68,70
,2014,5,20141005,12:00p,Houston,Dallas,HOU,DAL,17,20,-3,7,0,54,240,-280,47,47,21678,50,52
,2014,5,20141005,12:00p,Dallas,Houston,DAL,HOU,20,17,3,-7,1,46,-280,240,47,47,21524,50,48
,2014,5,20141005,12:00p,Buffalo,Detroit,BUF,DET,17,14,3,7.5,1,59,245,-290,43.5,43.5,14176,39,42
,2014,5,20141005,12:00p,Detroit,Buffalo,DET,BUF,14,17,-3,-7.5,0,41,-290,245,43.5,43.5,22422,61,58
,2014,5,20141005,12:00p,Baltimore,Indianapolis,BAL,IND,13,20,-7,3,0,52,150,-170,49,49,10804,39,36
,2014,5,20141005,12:00p,Indianapolis,Baltimore,IND,BAL,20,13,7,-3,1,48,-170,150,49,49,17229,61,64
,2014,5,20141005,12:00p,Pittsburgh,Jacksonville,PIT,JAC,17,9,8,-7,1,64,-265,225,47.5,47.5,39285,71,72
,2014,5,20141005,12:00p,Jacksonville,Pittsburgh,JAC,PIT,9,17,-8,7,0,36,225,-265,47.5,47.5,15689,29,28
,2014,5,20141005,3:05p,Arizona,Denver,ARI,DEN,20,41,-21,8,0,47,320,-355,47,47,13278,44,40
,2014,5,20141005,3:05p,Denver,Arizona,DEN,ARI,41,20,21,-8,1,53,-355,320,47,47,16751,56,60
,2014,5,20141005,3:25p,Kansas City,San Francisco,KC,SF,17,22,-5,4.5,0,45,190,-210,43,43,19764,49,45
,2014,5,20141005,3:25p,San Francisco,Kansas City,SF,KC,22,17,5,-4.5,1,55,-210,190,43,43,20631,51,55
,2014,5,20141005,3:25p,N.Y. Jets,San Diego,NYJ,SD,0,31,-31,6.5,0,46,270,-300,44.5,44.5,10931,36,34
,2014,5,20141005,3:25p,San Diego,N.Y. Jets,SD,NYJ,31,0,31,-6.5,1,54,-300,270,44.5,44.5,19261,64,66
,2014,5,20141005,7:30p,Cincinnati,New England,CIN,NE,17,43,-26,-2.5,0,51,-132,122,46,46,22989,61,58
,2014,5,20141005,7:30p,New England,Cincinnati,NE,CIN,43,17,26,2.5,1,49,122,-132,46,46,14607,39,42
,2014,5,20141006,7:30p,Seattle,Washington,SEA,WAS,27,17,10,-7,1,59,-315,285,45.5,45.5,55411,69,71
,2014,5,20141006,7:30p,Washington,Seattle,WAS,SEA,17,27,-10,7,0,41,285,-315,45.5,45.5,24803,31,29
,2014,6,20141009,7:25p,Indianapolis,Houston,IND,HOU,33,28,5,-2.5,1,59,-130,120,46.5,46.5,23952,74,72
,2014,6,20141009,7:25p,Houston,Indianapolis,HOU,IND,28,33,-5,2.5,0,41,120,-130,46.5,46.5,8429,26,28
,2014,6,20141012,12:00p,Denver,N.Y. Jets,DEN,NYJ,31,17,14,-10,1,66,-460,365,48,48,54394,82,79
,2014,6,20141012,12:00p,N.Y. Jets,Denver,NYJ,DEN,17,31,-14,10,0,34,365,-460,48,48,11651,18,21
,2014,6,20141012,12:00p,Pittsburgh,Cleveland,PIT,CLE,10,31,-21,0,0,57,108,-128,47,47,23605,66,64
,2014,6,20141012,12:00p,Cleveland,Pittsburgh,CLE,PIT,31,10,21,0,1,43,-128,108,47,47,11925,34,36
,2014,6,20141012,12:00p,Jacksonville,Tennessee,JAC,TEN,14,16,-2,4,0,53,180,-220,43,43,8262,48,47
,2014,6,20141012,12:00p,Tennessee,Jacksonville,TEN,JAC,16,14,2,-4,1,47,-220,180,43,43,8958,52,53
,2014,6,20141012,3:25p,Chicago,Atlanta,CHI,ATL,27,13,14,3,1,51,163,-173,55.5,55.5,18146,45,54
,2014,6,20141012,3:25p,Atlanta,Chicago,ATL,CHI,13,27,-14,-3,0,49,-173,163,55.5,55.5,22005,55,46
,2014,6,20141012,12:00p,Green Bay,Miami,GB,MIA,27,24,3,-2.5,1,56,-145,125,49,49,35637,73,69
,2014,6,20141012,12:00p,Miami,Green Bay,MIA,GB,24,27,-3,2.5,0,44,125,-145,49,49,13181,27,31
,2014,6,20141012,12:00p,Detroit,Minnesota,DET,MIN,17,3,14,1,1,52,113,-133,43,43,14914,62,58
,2014,6,20141012,12:00p,Minnesota,Detroit,MIN,DET,3,17,-14,-1,0,48,-133,113,43,43,9336,38,42
,2014,6,20141012,12:00p,Carolina,Cincinnati,CAR,CIN,37,37,0,7.5,0,41,250,-300,43.5,43.5,15242,47,38
,2014,6,20141012,12:00p,Cincinnati,Carolina,CIN,CAR,37,37,0,-7.5,0,59,-300,250,43.5,43.5,16928,53,62
,2014,6,20141012,12:00p,New England,Buffalo,NE,BUF,37,22,15,-1,1,59,-133,113,44.5,44.5,50545,69,74
,2014,6,20141012,12:00p,Buffalo,New England,BUF,NE,22,37,-15,1,0,41,113,-133,44.5,44.5,22505,31,26
,2014,6,20141012,12:00p,Baltimore,Tampa Bay,BAL,TB,48,17,31,-3,1,62,-185,160,43.5,43.5,32514,63,57
,2014,6,20141012,12:00p,Tampa Bay,Baltimore,TB,BAL,17,48,-31,3,0,38,160,-185,43.5,43.5,19003,37,43
,2014,6,20141012,3:05p,San Diego,Oakland,SD,OAK,31,28,3,-7.5,1,64,-340,310,44,44,72232,75,80
,2014,6,20141012,3:05p,Oakland,San Diego,OAK,SD,28,31,-3,7.5,0,36,310,-340,44,44,24254,25,20
,2014,6,20141012,3:25p,Dallas,Seattle,DAL,SEA,30,23,7,9.5,1,55,365,-410,47,47,16766,52,53
,2014,6,20141012,3:25p,Seattle,Dallas,SEA,DAL,23,30,-7,-9.5,0,45,-410,365,47,47,15512,48,47
,2014,6,20141012,3:25p,Washington,Arizona,WAS,ARI,20,30,-10,5.5,0,44,205,-225,46.5,46.5,8661,35,35
,2014,6,20141012,3:25p,Arizona,Washington,ARI,WAS,30,20,10,-5.5,1,56,-225,205,46.5,46.5,15855,65,65
,2014,6,20141012,7:30p,N.Y. Giants,Philadelphia,NYG,PHI,0,27,-27,1.5,0,52,110,-120,50.5,50.5,22846,56,49
,2014,6,20141012,7:30p,Philadelphia,N.Y. Giants,PHI,NYG,27,0,27,-1.5,1,48,-120,110,50.5,50.5,18133,44,51
,2014,6,20141013,7:30p,San Francisco,Los Angeles,SF,LA,31,17,14,-3.5,1,64,-185,170,44,44,59014,75,72
,2014,6,20141013,7:30p,Los Angeles,San Francisco,LA,SF,17,31,-14,3.5,0,36,170,-185,44,44,20013,25,28
,2014,7,20141016,7:25p,N.Y. Jets,New England,NYJ,NE,25,27,-2,9.5,0,46,420,-475,44.5,44.5,11493,36,35
,2014,7,20141016,7:25p,New England,N.Y. Jets,NE,NYJ,27,25,2,-9.5,1,54,-475,420,44.5,44.5,20108,64,65
,2014,7,20141019,12:00p,Cincinnati,Indianapolis,CIN,IND,0,27,-27,3.5,0,32,155,-175,49.5,49.5,12446,33,26
,2014,7,20141019,12:00p,Indianapolis,Cincinnati,IND,CIN,27,0,27,-3.5,1,68,-175,155,49.5,49.5,25707,67,74
,2014,7,20141019,12:00p,Tennessee,Washington,TEN,WAS,17,19,-2,7,0,51,225,-265,45.5,45.5,14797,44,37
,2014,7,20141019,12:00p,Washington,Tennessee,WAS,TEN,19,17,2,-7,1,49,-265,225,45.5,45.5,18863,56,63
,2014,7,20141019,12:00p,Miami,Chicago,MIA,CHI,27,14,13,3.5,1,43,140,-160,48,48,19234,35,30
,2014,7,20141019,12:00p,Chicago,Miami,CHI,MIA,14,27,-13,-3.5,0,57,-160,140,48,48,35903,65,70
,2014,7,20141019,12:00p,Cleveland,Jacksonville,CLE,JAC,6,24,-18,-6,0,60,-250,210,44.5,44.5,34186,64,62
,2014,7,20141019,12:00p,Jacksonville,Cleveland,JAC,CLE,24,6,18,6,1,40,210,-250,44.5,44.5,19482,36,38
,2014,7,20141019,12:00p,Seattle,Los Angeles,SEA,LA,26,28,-2,-7.5,0,69,-280,240,43,43,70266,76,76
,2014,7,20141019,12:00p,Los Angeles,Seattle,LA,SEA,28,26,2,7.5,1,31,240,-280,43,43,22420,24,24
,2014,7,20141019,12:00p,Carolina,Green Bay,CAR,GB,17,38,-21,7,0,58,235,-275,50,50,15715,50,41
,2014,7,20141019,12:00p,Green Bay,Carolina,GB,CAR,38,17,21,-7,1,42,-275,235,50,50,15894,50,59
,2014,7,20141019,12:00p,Atlanta,Baltimore,ATL,BAL,7,29,-22,6.5,0,45,240,-280,50,50,12501,42,35
,2014,7,20141019,12:00p,Baltimore,Atlanta,BAL,ATL,29,7,22,-6.5,1,55,-280,240,50,50,17506,58,65
,2014,7,20141019,12:00p,Minnesota,Buffalo,MIN,BUF,16,17,-1,5,0,45,200,-240,42.5,42.5,10233,39,39
,2014,7,20141019,12:00p,Buffalo,Minnesota,BUF,MIN,17,16,1,-5,1,55,-240,200,42.5,42.5,15786,61,61
,2014,7,20141019,12:00p,New Orleans,Detroit,NO,DET,23,24,-1,1,0,50,108,-128,47.5,47.5,32674,57,59
,2014,7,20141019,12:00p,Detroit,New Orleans,DET,NO,24,23,1,-1,1,50,-128,108,47.5,47.5,25052,43,41
,2014,7,20141019,3:05p,Kansas City,San Diego,KC,SD,23,20,3,3,1,52,140,-160,45.5,45.5,22957,54,45
,2014,7,20141019,3:05p,San Diego,Kansas City,SD,KC,20,23,-3,-3,0,48,-160,140,45.5,45.5,19952,46,55
,2014,7,20141019,3:25p,N.Y. Giants,Dallas,NYG,DAL,21,31,-10,5,0,47,205,-225,46.5,46.5,28403,41,34
,2014,7,20141019,3:25p,Dallas,N.Y. Giants,DAL,NYG,31,21,10,-5,1,53,-225,205,46.5,46.5,41082,59,66
,2014,7,20141019,3:25p,Arizona,Oakland,ARI,OAK,24,13,11,-3,1,64,-160,150,46,46,29483,78,79
,2014,7,20141019,3:25p,Oakland,Arizona,OAK,ARI,13,24,-11,3,0,36,150,-160,46,46,8110,22,21
,2014,7,20141019,7:30p,San Francisco,Denver,SF,DEN,17,42,-25,6.5,0,47,255,-280,48,48,21093,54,43
,2014,7,20141019,7:30p,Denver,San Francisco,DEN,SF,42,17,25,-6.5,1,53,-280,255,48,48,18006,46,57
,2014,7,20141020,7:30p,Houston,Pittsburgh,HOU,PIT,23,30,-7,3,0,46,138,-148,44,44,20175,47,39
,2014,7,20141020,7:30p,Pittsburgh,Houston,PIT,HOU,30,23,7,-3,1,54,-148,138,44,44,22647,53,61
,2014,8,20141023,7:25p,San Diego,Denver,SD,DEN,21,35,-14,9.5,0,60,355,-400,50.5,50.5,19866,53,57
,2014,8,20141023,7:25p,Denver,San Diego,DEN,SD,35,21,14,-9.5,1,40,-400,355,50.5,50.5,17725,47,43
,2014,8,20141026,8:30a,Detroit,Atlanta,DET,ATL,22,21,1,-3.5,1,64,-178,167,45.5,45.5,23423,65,68
,2014,8,20141026,8:30a,Atlanta,Detroit,ATL,DET,21,22,-1,3.5,0,36,167,-178,45.5,45.5,12747,35,32
,2014,8,20141026,12:00p,Minnesota,Tampa Bay,MIN,TB,19,13,6,2.5,1,48,120,-140,43,43,11165,44,45
,2014,8,20141026,12:00p,Tampa Bay,Minnesota,TB,MIN,13,19,-6,-2.5,0,52,-140,120,43,43,14159,56,55
,2014,8,20141026,12:00p,Chicago,New England,CHI,NE,23,51,-28,5.5,0,54,190,-230,50.5,50.5,14663,42,42
,2014,8,20141026,12:00p,New England,Chicago,NE,CHI,51,23,28,-5.5,1,46,-230,190,50.5,50.5,20200,58,58
,2014,8,20141026,12:00p,Los Angeles,Kansas City,LA,KC,7,34,-27,7.5,0,39,270,-330,44,44,11007,36,37
,2014,8,20141026,12:00p,Kansas City,Los Angeles,KC,LA,34,7,27,-7.5,1,61,-330,270,44,44,19473,64,63
,2014,8,20141026,12:00p,Seattle,Carolina,SEA,CAR,13,9,4,-5,1,63,-220,200,44.5,44.5,42854,64,62
,2014,8,20141026,12:00p,Carolina,Seattle,CAR,SEA,9,13,-4,5,0,37,200,-220,44.5,44.5,24418,36,38
,2014,8,20141026,12:00p,Buffalo,N.Y. Jets,BUF,NYJ,43,23,20,3,1,41,135,-155,40.5,40.5,14377,44,33
,2014,8,20141026,12:00p,N.Y. Jets,Buffalo,NYJ,BUF,23,43,-20,-3,0,59,-155,135,40.5,40.5,18661,56,67
,2014,8,20141026,12:00p,Miami,Jacksonville,MIA,JAC,27,13,14,-6,1,63,-250,230,42.5,42.5,38839,69,76
,2014,8,20141026,12:00p,Jacksonville,Miami,JAC,MIA,13,27,-14,6,0,37,230,-250,42.5,42.5,17271,31,24
,2014,8,20141026,12:00p,Houston,Tennessee,HOU,TEN,30,16,14,-3,1,69,-185,160,42,42,34606,75,73
,2014,8,20141026,12:00p,Tennessee,Houston,TEN,HOU,16,30,-14,3,0,31,160,-185,42,42,11331,25,27
,2014,8,20141026,12:00p,Baltimore,Cincinnati,BAL,CIN,24,27,-3,-1,0,59,-122,112,45,45,24360,63,60
,2014,8,20141026,12:00p,Cincinnati,Baltimore,CIN,BAL,27,24,3,1,1,41,112,-122,45,45,14542,37,40
,2014,8,20141026,3:05p,Philadelphia,Arizona,PHI,ARI,20,24,-4,1,0,57,-105,-105,48.5,48.5,31382,57,57
,2014,8,20141026,3:05p,Arizona,Philadelphia,ARI,PHI,24,20,4,-1,1,43,-105,-105,48.5,48.5,23505,43,43
,2014,8,20141026,3:25p,Indianapolis,Pittsburgh,IND,PIT,34,51,-17,-4.5,0,65,-210,190,48,48,42583,79,75
,2014,8,20141026,3:25p,Pittsburgh,Indianapolis,PIT,IND,51,34,17,4.5,1,35,190,-210,48,48,11235,21,25
,2014,8,20141026,3:25p,Oakland,Cleveland,OAK,CLE,13,23,-10,6.5,0,47,250,-275,44,44,13466,44,39
,2014,8,20141026,3:25p,Cleveland,Oakland,CLE,OAK,23,13,10,-6.5,1,53,-275,250,44,44,17360,56,61
,2014,8,20141026,7:30p,Green Bay,New Orleans,GB,NO,23,44,-21,2,0,55,115,-125,55,55,34864,69,59
,2014,8,20141026,7:30p,New Orleans,Green Bay,NO,GB,44,23,21,-2,1,45,-125,115,55,55,15582,31,41
,2014,8,20141027,7:30p,Washington,Dallas,WAS,DAL,20,17,3,9,1,41,390,-440,48.5,48.5,10562,31,28
,2014,8,20141027,7:30p,Dallas,Washington,DAL,WAS,17,20,-3,-9,0,59,-440,390,48.5,48.5,23448,69,72
,2014,9,20141030,7:25p,New Orleans,Carolina,NO,CAR,28,10,18,-3,1,51,-175,165,48.5,48.5,20850,63,60
,2014,9,20141030,7:25p,Carolina,New Orleans,CAR,NO,10,28,-18,3,0,50,165,-175,48.5,48.5,12032,37,40
,2014,9,20141102,1:00p,San Diego,Miami,SD,MIA,0,37,-37,1,0,63,108,-128,45,45,39649,71,63
,2014,9,20141102,1:00p,Miami,San Diego,MIA,SD,37,0,37,-1,1,37,-128,108,45,45,16050,29,37
,2014,9,20141102,1:00p,Jacksonville,Cincinnati,JAC,CIN,23,33,-10,11.5,0,52,425,-550,43.5,43.5,16767,30,41
,2014,9,20141102,1:00p,Cincinnati,Jacksonville,CIN,JAC,33,23,10,-11.5,1,48,-550,425,43.5,43.5,38550,70,59
,2014,9,20141102,1:00p,Tampa Bay,Cleveland,TB,CLE,17,22,-5,7.5,0,39,245,-290,43,43,16139,39,47
,2014,9,20141102,1:00p,Cleveland,Tampa Bay,CLE,TB,22,17,5,-7.5,1,61,-290,245,43,43,25236,61,53
,2014,9,20141102,1:00p,Washington,Minnesota,WAS,MIN,26,29,-3,0,0,54,,,43.5,43.5,24959,59,60
,2014,9,20141102,1:00p,Minnesota,Washington,MIN,WAS,29,26,3,0,1,46,,,43.5,43.5,17024,41,40
,2014,9,20141102,1:00p,Philadelphia,Houston,PHI,HOU,31,21,10,0,1,64,-127,107,49,49,34769,70,70
,2014,9,20141102,1:00p,Houston,Philadelphia,HOU,PHI,21,31,-10,0,0,36,107,-127,49,49,14969,30,30
,2014,9,20141102,1:00p,N.Y. Jets,Kansas City,NYJ,KC,10,24,-14,10,0,50,325,-400,41.5,41.5,18832,36,42
,2014,9,20141102,1:00p,Kansas City,N.Y. Jets,KC,NYJ,24,10,14,-10,1,50,-400,325,41.5,41.5,33570,64,58
,2014,9,20141102,1:00p,Arizona,Dallas,ARI,DAL,28,17,11,1,1,71,113,-133,44.5,44.5,36964,75,78
,2014,9,20141102,1:00p,Dallas,Arizona,DAL,ARI,17,28,-11,-1,0,29,-133,113,44.5,44.5,12062,25,22
,2014,9,20141102,4:05p,Los Angeles,San Francisco,LA,SF,13,10,3,10.5,1,43,450,-525,44,44,16552,28,34
,2014,9,20141102,4:05p,San Francisco,Los Angeles,SF,LA,10,13,-3,-10.5,0,57,-525,450,44,44,43235,72,66
,2014,9,20141102,4:25p,Denver,New England,DEN,NE,21,43,-22,-3,0,52,-155,145,52.5,52.5,30955,52,54
,2014,9,20141102,4:25p,New England,Denver,NE,DEN,43,21,22,3,1,48,145,-155,52.5,52.5,28577,48,46
,2014,9,20141102,4:25p,Oakland,Seattle,OAK,SEA,24,30,-6,13,0,45,600,-750,43.5,43.5,14935,29,27
,2014,9,20141102,4:25p,Seattle,Oakland,SEA,OAK,30,24,6,-13,1,55,-750,600,43.5,43.5,37207,71,73
,2014,9,20141102,8:30p,Baltimore,Pittsburgh,BAL,PIT,23,43,-20,2,0,48,115,-125,47.5,47.5,23137,48,38
,2014,9,20141102,8:30p,Pittsburgh,Baltimore,PIT,BAL,43,23,20,-2,1,52,-125,115,47.5,47.5,25528,52,62
,2014,9,20141103,8:30p,Indianapolis,N.Y. Giants,IND,NYG,40,24,16,-3,1,62,-158,148,51,51,38886,73,69
,2014,9,20141103,8:30p,N.Y. Giants,Indianapolis,NYG,IND,24,40,-16,3,0,38,148,-158,51,51,14374,27,31
,2014,10,20141106,8:25p,Cleveland,Cincinnati,CLE,CIN,24,3,21,6,1,40,230,-250,46,46,10014,29,31
,2014,10,20141106,8:25p,Cincinnati,Cleveland,CIN,CLE,3,24,-21,-6,0,60,-250,230,46,46,24027,71,69
,2014,10,20141109,1:00p,Dallas,Jacksonville,DAL,JAC,31,17,14,-7.5,1,60,-300,250,45.5,45.5,30405,74,77
,2014,10,20141109,1:00p,Jacksonville,Dallas,JAC,DAL,17,31,-14,7.5,0,40,250,-300,45.5,45.5,10938,26,23
,2014,10,20141109,1:00p,Miami,Detroit,MIA,DET,16,20,-4,2.5,0,39,130,-150,43.5,43.5,16929,36,29
,2014,10,20141109,1:00p,Detroit,Miami,DET,MIA,20,16,4,-2.5,1,61,-150,130,43.5,43.5,30423,64,71
,2014,10,20141109,1:00p,Kansas City,Buffalo,KC,BUF,17,13,4,0,1,64,-133,113,42,42,32814,66,58
,2014,10,20141109,1:00p,Buffalo,Kansas City,BUF,KC,13,17,-4,0,0,36,113,-133,42,42,16908,34,42
,2014,10,20141109,1:00p,San Francisco,New Orleans,SF,NO,27,24,3,5.5,1,38,200,-240,49.5,49.5,23417,39,42
,2014,10,20141109,1:00p,New Orleans,San Francisco,NO,SF,24,27,-3,-5.5,0,62,-240,200,49.5,49.5,36042,61,58
,2014,10,20141109,1:00p,Tennessee,Baltimore,TEN,BAL,7,21,-14,10.5,0,37,400,-500,44,44,14111,28,31
,2014,10,20141109,1:00p,Baltimore,Tennessee,BAL,TEN,21,7,14,-10.5,1,63,-500,400,44,44,36491,72,69
,2014,10,20141109,1:00p,Pittsburgh,N.Y. Jets,PIT,NYJ,13,20,-7,-3.5,0,69,-185,160,47.5,47.5,48267,78,78
,2014,10,20141109,1:00p,N.Y. Jets,Pittsburgh,NYJ,PIT,20,13,7,3.5,1,31,160,-185,47.5,47.5,13256,22,22
,2014,10,20141109,1:00p,Atlanta,Tampa Bay,ATL,TB,27,17,10,-2.5,1,64,-155,135,47,47,27940,71,65
,2014,10,20141109,1:00p,Tampa Bay,Atlanta,TB,ATL,17,27,-10,2.5,0,36,135,-155,47,47,11432,29,35
,2014,10,20141109,4:05p,Denver,Oakland,DEN,OAK,41,17,24,-12,1,65,-620,515,50.5,50.5,53581,86,85
,2014,10,20141109,4:05p,Oakland,Denver,OAK,DEN,17,41,-24,12,0,35,515,-620,50.5,50.5,8911,14,15
,2014,10,20141109,4:25p,Los Angeles,Arizona,LA,ARI,14,31,-17,7,0,45,275,-305,43.5,43.5,14991,30,33
,2014,10,20141109,4:25p,Arizona,Los Angeles,ARI,LA,31,14,17,-7,1,55,-305,275,43.5,43.5,35379,70,67
,2014,10,20141109,4:25p,N.Y. Giants,Seattle,NYG,SEA,17,38,-21,9,0,54,400,-450,44.5,44.5,23444,41,40
,2014,10,20141109,4:25p,Seattle,N.Y. Giants,SEA,NYG,38,17,21,-9,1,46,-450,400,44.5,44.5,33370,59,60
,2014,10,20141109,8:30p,Chicago,Green Bay,CHI,GB,14,55,-41,8.5,0,45,345,-385,53,53,20676,29,50
,2014,10,20141109,8:30p,Green Bay,Chicago,GB,CHI,55,14,41,-8.5,1,55,-385,345,53,53,50105,71,50
,2014,10,20141110,8:30p,Carolina,Philadelphia,CAR,PHI,21,45,-24,7,0,47,285,-315,48.5,48.5,22285,36,49
,2014,10,20141110,8:30p,Philadelphia,Carolina,PHI,CAR,45,21,24,-7,1,53,-315,285,48.5,48.5,39179,64,51
,2014,11,20141113,8:25p,Buffalo,Miami,BUF,MIA,9,22,-13,4,0,45,185,-200,41,41,15218,42,45
,2014,11,20141113,8:25p,Miami,Buffalo,MIA,BUF,22,9,13,-4,1,55,-200,185,41,41,21088,58,55
,2014,11,20141116,1:00p,Houston,Cleveland,HOU,CLE,23,7,16,3,1,42,155,-175,40.5,40.5,10124,36,32
,2014,11,20141116,1:00p,Cleveland,Houston,CLE,HOU,7,23,-16,-3,0,58,-175,155,40.5,40.5,17756,64,68
,2014,11,20141116,1:00p,Minnesota,Chicago,MIN,CHI,13,21,-8,2.5,0,43,120,-140,46,46,8214,33,23
,2014,11,20141116,1:00p,Chicago,Minnesota,CHI,MIN,21,13,8,-2.5,1,57,-140,120,46,46,16663,67,77
,2014,11,20141116,4:25p,Philadelphia,Green Bay,PHI,GB,20,53,-33,4.5,0,34,190,-210,55.5,55.5,11390,23,24
,2014,11,20141116,4:25p,Green Bay,Philadelphia,GB,PHI,53,20,33,-4.5,1,66,-210,190,55.5,55.5,38913,77,76
,2014,11,20141116,1:00p,Seattle,Kansas City,SEA,KC,20,24,-4,0,0,56,108,-118,42,42,14964,53,45
,2014,11,20141116,1:00p,Kansas City,Seattle,KC,SEA,24,20,4,0,1,44,-118,108,42,42,13218,47,55
,2014,11,20141116,1:00p,Atlanta,Carolina,ATL,CAR,19,17,2,0,1,55,108,-128,47,47,12194,62,50
,2014,11,20141116,1:00p,Carolina,Atlanta,CAR,ATL,17,19,-2,0,0,45,-128,108,47,47,7453,38,50
,2014,11,20141116,1:00p,Cincinnati,New Orleans,CIN,NO,27,10,17,7.5,1,39,260,-320,51,51,8102,28,29
,2014,11,20141116,1:00p,New Orleans,Cincinnati,NO,CIN,10,27,-17,-7.5,0,61,-320,260,51,51,20441,72,71
,2014,11,20141116,1:00p,Tampa Bay,Washington,TB,WAS,27,7,20,8.5,1,53,290,-350,45.5,45.5,7505,41,40
,2014,11,20141116,1:00p,Washington,Tampa Bay,WAS,TB,7,27,-20,-8.5,0,47,-350,290,45.5,45.5,10637,59,60
,2014,11,20141116,1:00p,Denver,Los Angeles,DEN,LA,7,22,-15,-10.5,0,69,-460,365,51,51,31883,84,78
,2014,11,20141116,1:00p,Los Angeles,Denver,LA,DEN,22,7,15,10.5,1,31,365,-460,51,51,6041,16,22
,2014,11,20141116,1:00p,San Francisco,N.Y. Giants,SF,NYG,16,10,6,-4,1,60,-200,170,44.5,44.5,19510,71,63
,2014,11,20141116,1:00p,N.Y. Giants,San Francisco,NYG,SF,10,16,-6,4,0,40,170,-200,44.5,44.5,8101,29,37
,2014,11,20141116,4:05p,Oakland,San Diego,OAK,SD,6,13,-7,10,0,46,480,-570,45.5,45.5,8200,36,46
,2014,11,20141116,4:05p,San Diego,Oakland,SD,OAK,13,6,7,-10,1,54,-570,480,45.5,45.5,14639,64,54
,2014,11,20141116,4:25p,Detroit,Arizona,DET,ARI,6,14,-8,-1,0,52,-107,-103,41.5,41.5,18892,54,62
,2014,11,20141116,4:25p,Arizona,Detroit,ARI,DET,14,6,8,1,1,48,-103,-107,41.5,41.5,15864,46,38
,2014,11,20141116,8:30p,New England,Indianapolis,NE,IND,42,20,22,3,1,58,148,-158,58.5,58.5,26403,67,57
,2014,11,20141116,8:30p,Indianapolis,New England,IND,NE,20,42,-22,-3,0,42,-158,148,58.5,58.5,13054,33,43
,2014,11,20141117,8:30p,Pittsburgh,Tennessee,PIT,TEN,27,24,3,-7,1,65,-305,275,46,46,32388,83,73
,2014,11,20141117,8:30p,Tennessee,Pittsburgh,TEN,PIT,24,27,-3,7,0,35,275,-305,46,46,6722,17,27
,2014,12,20141120,8:25p,Kansas City,Oakland,KC,OAK,20,24,-4,-7,0,57,-325,295,42.5,42.5,19723,74,72
,2014,12,20141120,8:25p,Oakland,Kansas City,OAK,KC,24,20,4,7,1,43,295,-325,42.5,42.5,6991,26,28
,2014,12,20141123,1:00p,Cleveland,Atlanta,CLE,ATL,26,24,2,3,1,55,145,-165,47.5,47.5,10657,44,40
,2014,12,20141123,1:00p,Atlanta,Cleveland,ATL,CLE,24,26,-2,-3,0,45,-165,145,47.5,47.5,13540,56,60
,2014,12,20141123,1:00p,Tennessee,Philadelphia,TEN,PHI,24,43,-19,12.5,0,63,510,-720,49,49,8970,38,49
,2014,12,20141123,1:00p,Philadelphia,Tennessee,PHI,TEN,43,24,19,-12.5,1,37,-720,510,49,49,14594,62,51
,2014,12,20141123,1:00p,Detroit,New England,DET,NE,9,34,-25,8,0,40,260,-320,48,48,10697,27,5
,2014,12,20141123,1:00p,New England,Detroit,NE,DET,34,9,25,-8,1,60,-320,260,48,48,28747,73,95
,2014,12,20141123,1:00p,Green Bay,Minnesota,GB,MIN,24,21,3,-9,1,61,-390,320,49.5,49.5,33084,81,78
,2014,12,20141123,1:00p,Minnesota,Green Bay,MIN,GB,21,24,-3,9,0,39,320,-390,49.5,49.5,7583,19,22
,2014,12,20141123,1:00p,Jacksonville,Indianapolis,JAC,IND,3,23,-20,15,0,48,600,-900,50,50,6610,24,12
,2014,12,20141123,1:00p,Indianapolis,Jacksonville,IND,JAC,23,3,20,-15,1,52,-900,600,50,50,21076,76,88
,2014,12,20141123,1:00p,Cincinnati,Houston,CIN,HOU,22,13,9,0,1,53,113,-133,43.5,43.5,9884,55,65
