Date,Team,Team_SP,Opp,Opp_SP,Bet_Length,Bet_Type,Line_Move_Time,Over_Under,Line,Odds
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:25 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:25 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:26 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:26 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:27 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:27 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:28 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:28 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:29 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:29 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:31 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:31 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:32 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:32 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:36 PM,,,-121
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:36 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:39 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:39 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:39 PM,,,-121
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:39 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:40 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:40 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:41 PM,,,-121
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:41 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:42 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:42 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:42 PM,,,-121
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:42 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:56 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:56 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 03:58 PM,,,-121
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 03:58 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:00 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:00 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:01 PM,,,-121
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:01 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:01 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:01 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:03 PM,,,-121
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:03 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:04 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:04 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:26 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:26 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:28 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:28 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:28 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:28 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:29 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:29 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:31 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:31 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:33 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:33 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:35 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:35 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:36 PM,,,-120
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:36 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 04:37 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 04:37 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:34 PM,,,-126
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:34 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:36 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:36 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:36 PM,,,-126
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:36 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:38 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:38 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:40 PM,,,-126
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:40 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:47 PM,,,-127
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:47 PM,,,+115
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:47 PM,,,-126
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:47 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:48 PM,,,-127
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:48 PM,,,+115
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:49 PM,,,-126
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:49 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:49 PM,,,-127
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:49 PM,,,+115
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:51 PM,,,-126
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:51 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:53 PM,,,-121
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:53 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:55 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:55 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 05:57 PM,,,-127
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 05:57 PM,,,+115
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:00 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:00 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:01 PM,,,-127
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:01 PM,,,+115
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:01 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:01 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:02 PM,,,-127
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:02 PM,,,+115
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:02 PM,,,-121
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:02 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:03 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:03 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:04 PM,,,-121
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:04 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:05 PM,,,-124
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:05 PM,,,+113
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:07 PM,,,-121
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:07 PM,,,+110
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:07 PM,,,-124
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:07 PM,,,+113
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:09 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:09 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:10 PM,,,-124
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:10 PM,,,+113
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:16 PM,,,-123
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:16 PM,,,+112
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 06:16 PM,,,-124
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 06:16 PM,,,+113
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:01 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:01 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:02 PM,,,-124
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:02 PM,,,+113
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:04 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:04 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:05 PM,,,-124
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:05 PM,,,+113
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:05 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:05 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:08 PM,,,-124
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:08 PM,,,+113
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:09 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:09 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:11 PM,,,-124
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:11 PM,,,+113
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:13 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:13 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:21 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:21 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:22 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:22 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:34 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:34 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:35 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:35 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:42 PM,,,-127
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:42 PM,,,+115
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:45 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:45 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:46 PM,,,-127
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:46 PM,,,+115
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:46 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:46 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:47 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:47 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:48 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:48 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:50 PM,,,-127
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:50 PM,,,+115
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:51 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:51 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:51 PM,,,-125
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:51 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:52 PM,,,-127
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:52 PM,,,+115
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:53 PM,,,-126
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:53 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:54 PM,,,-127
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:54 PM,,,+115
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:55 PM,,,-126
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:55 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 07:57 PM,,,-128
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 07:57 PM,,,+116
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:01 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:01 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:01 PM,,,-126
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:01 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:02 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:02 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:03 PM,,,-126
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:03 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:04 PM,,,-128
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:04 PM,,,+116
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:06 PM,,,-126
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:06 PM,,,+114
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:08 PM,,,-128
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:08 PM,,,+116
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:11 PM,,,-129
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:11 PM,,,+117
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:16 PM,,,-128
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:16 PM,,,+116
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:16 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:16 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:17 PM,,,-128
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:17 PM,,,+116
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:18 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:18 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:21 PM,,,-129
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:21 PM,,,+117
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:21 PM,,,-128
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:21 PM,,,+116
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:22 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:22 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:25 PM,,,-129
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:25 PM,,,+117
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:26 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:26 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:26 PM,,,-129
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:26 PM,,,+117
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:28 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:28 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:28 PM,,,-129
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:28 PM,,,+117
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:30 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:30 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:31 PM,,,-129
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:31 PM,,,+117
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:32 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:32 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:33 PM,,,-129
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:33 PM,,,+117
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:34 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:34 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:36 PM,,,-133
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:36 PM,,,+120
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:39 PM,,,-129
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:39 PM,,,+117
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:41 PM,,,-133
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:41 PM,,,+120
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:43 PM,,,-129
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:43 PM,,,+117
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:43 PM,,,-130
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:43 PM,,,+118
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,MONEY LINES,04/02 08:46 PM,,,-133
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,MONEY LINES,04/02 08:46 PM,,,+120
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,TOTALS,03/31 03:37 PM,over,7.5,+100
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,TOTALS,03/31 03:37 PM,under,7.5,-120
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,TOTALS,04/01 09:16 AM,over,7.5,+105
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,TOTALS,04/01 09:16 AM,under,7.5,-125
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,TOTALS,04/01 09:17 AM,over,7.5,+100
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,TOTALS,04/01 09:17 AM,under,7.5,-120
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,TOTALS,04/01 09:21 AM,over,7.5,+105
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,TOTALS,04/01 09:21 AM,under,7.5,-125
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,TOTALS,04/01 09:22 AM,over,7.5,+100
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,TOTALS,04/01 09:22 AM,under,7.5,-120
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,TOTALS,04/01 09:23 AM,over,7.5,+105
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,TOTALS,04/01 09:23 AM,under,7.5,-125
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,TOTALS,04/01 11:54 AM,over,7.5,+100
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,TOTALS,04/01 11:54 AM,under,7.5,-120
20170402,Pinnacle,CHC,Lester,STL,Martinez,Full Game,TOTALS,04/01 12:00 PM,over,7.5,+105
20170402,Pinnacle,STL,Martinez,CHC,Lester,Full Game,TOTALS,04/01 12:00 PM,under,7.5,-125
